nickname,region,tier,lp,wins,top4,champ_1,games_champ_1,champ_2,games_champ_2,champ_3,games_champ_3,champ_4,games_champ_4,champ_5,games_champ_5
NaughtyNister#EUW,euw,,415 LP,3,13,엘리스,8.0,에코,8.0,스웨인,7.0,블라디미르,6.0,암베사,6.0
WesternPingul#2137,euw,,415 LP,1,13,암베사,10.0,일라오이,9.0,렐,7.0,엘리스,6.0,가렌,6.0
Anta#149,euw,,414 LP,4,10,럼블,12.0,코르키,12.0,제이스,12.0,에코,9.0,엘리스,9.0
Chelvin#TFT,euw,,414 LP,5,12,일라오이,10.0,로리스,9.0,렐,8.0,하이머딩거,7.0,엘리스,7.0
Gardi91#EUW,euw,,414 LP,5,9,엘리스,12.0,누누와 윌럼프,9.0,블라디미르,7.0,럼블,7.0,가렌,7.0
Trizzletan#EUW,euw,,414 LP,8,12,엘리스,14.0,케이틀린,7.0,바이,7.0,스텝,7.0,제이스,7.0
Sen Emeleenné#EUW,euw,,413 LP,5,10,바이,11.0,엘리스,11.0,암베사,10.0,로리스,9.0,매디,9.0
Kaliumcarbonat#YEET,euw,,413 LP,3,12,엘리스,8.0,누누와 윌럼프,7.0,일라오이,6.0,렐,6.0,하이머딩거,6.0
Vjostar#EUW,euw,,413 LP,3,11,럼블,10.0,일라오이,9.0,엘리스,8.0,이즈리얼,6.0,바이,6.0
Spicky#EUW,euw,,413 LP,4,11,트리스타나,10.0,코르키,9.0,갱플랭크,8.0,엘리스,8.0,에코,8.0
killer449#EUW,euw,,413 LP,2,9,가렌,11.0,에코,9.0,스카,8.0,징크스,7.0,엘리스,7.0
raf le blasé#EUW,euw,,413 LP,4,10,일라오이,9.0,이렐리아,8.0,코르키,7.0,트리스타나,7.0,스웨인,7.0
Reimu#2727,euw,,413 LP,5,13,제이스,10.0,엘리스,8.0,에코,7.0,럼블,6.0,블라디미르,6.0
ShanixTFT#EUW,euw,,412 LP,4,12,바이,9.0,럼블,8.0,로리스,7.0,에코,7.0,갱플랭크,6.0
Crentokane#1809,euw,,411 LP,2,8,가렌,8.0,바이,7.0,엘리스,6.0,렐,6.0,모데카이저,6.0
Dudcas Fakker#EUW,euw,,411 LP,4,11,엘리스,14.0,럼블,11.0,일라오이,9.0,이즈리얼,8.0,이렐리아,7.0
elmaya#5765,euw,,411 LP,2,12,바이,11.0,엘리스,10.0,케이틀린,9.0,암베사,9.0,로리스,8.0
Akazam#2617,euw,,411 LP,5,12,에코,9.0,엘리스,8.0,파우더,6.0,트리스타나,6.0,일라오이,6.0
Chaanee#0809,euw,,411 LP,2,12,엘리스,10.0,스웨인,6.0,문도 박사,6.0,누누와 윌럼프,6.0,트위치,6.0
Focuz#zxc,euw,,410 LP,5,9,누누와 윌럼프,9.0,케이틀린,7.0,엘리스,7.0,코르키,5.0,로리스,5.0
Jace#231,euw,,410 LP,3,10,럼블,11.0,일라오이,11.0,이즈리얼,10.0,조이,9.0,엘리스,9.0
zelozelo#EUW,euw,,409 LP,5,11,엘리스,13.0,가렌,7.0,일라오이,6.0,럼블,5.0,블라디미르,5.0
Mortimen#EUW,euw,,408 LP,5,13,엘리스,9.0,럼블,8.0,코르키,8.0,일라오이,8.0,렐,8.0
Sette7qi#EUW,euw,,408 LP,0,11,일라오이,11.0,이렐리아,11.0,엘리스,9.0,로리스,7.0,신지드,7.0
Baond#EUW,euw,,408 LP,2,10,럼블,9.0,코르키,8.0,이렐리아,8.0,일라오이,8.0,르블랑,7.0
GonGLC#EUW,euw,,408 LP,5,10,엘리스,14.0,럼블,10.0,바이,9.0,스웨인,6.0,에코,6.0
CheccoG#EUW,euw,,407 LP,1,10,엘리스,10.0,블라디미르,7.0,가렌,6.0,징크스,6.0,에코,6.0
Rabbitonic#EUW,euw,,407 LP,2,9,에코,10.0,럼블,10.0,이렐리아,7.0,제이스,6.0,일라오이,6.0
TcAstra#EUW,euw,,407 LP,2,10,럼블,11.0,엘리스,11.0,가렌,9.0,르블랑,8.0,일라오이,8.0
Petite crêvette#EUW,euw,,406 LP,4,11,일라오이,12.0,렐,10.0,모르가나,10.0,신지드,9.0,이렐리아,9.0
Skam EL#EUW,euw,,406 LP,2,11,엘리스,11.0,누누와 윌럼프,8.0,에코,7.0,문도 박사,7.0,세트,6.0
Galactic Jee#EUW,euw,,406 LP,8,10,엘리스,9.0,케이틀린,7.0,일라오이,7.0,세트,6.0,문도 박사,6.0
IDC#12422,euw,,406 LP,4,12,엘리스,14.0,일라오이,8.0,렐,7.0,제이스,6.0,코르키,6.0
Lemmini#EUW,euw,,405 LP,1,7,렐,8.0,일라오이,8.0,럼블,7.0,갱플랭크,7.0,엘리스,7.0
Bellaperme#EUW,euw,,405 LP,0,9,럼블,11.0,엘리스,9.0,바이,8.0,코르키,8.0,케이틀린,7.0
Galactic Jee#EUW,euw,,406 LP,8,10,엘리스,9.0,케이틀린,7.0,일라오이,7.0,세트,6.0,문도 박사,6.0
IDC#12422,euw,,406 LP,4,12,엘리스,14.0,일라오이,8.0,렐,7.0,제이스,6.0,코르키,6.0
Lemmini#EUW,euw,,405 LP,1,7,렐,8.0,일라오이,8.0,럼블,7.0,갱플랭크,7.0,엘리스,7.0
Bellaperme#EUW,euw,,405 LP,0,9,럼블,11.0,엘리스,9.0,바이,8.0,코르키,8.0,케이틀린,7.0
Ronin#EUW9,euw,,405 LP,5,10,엘리스,11.0,빅토르,9.0,누누와 윌럼프,8.0,일라오이,7.0,트리스타나,7.0
YesMistress#6969,euw,,405 LP,4,13,코르키,14.0,엘리스,12.0,럼블,10.0,갱플랭크,10.0,트리스타나,8.0
NAWinTradingAcct#EUW,euw,,404 LP,3,14,엘리스,8.0,일라오이,6.0,바이,6.0,징크스,6.0,신지드,6.0
fat rooster#6666,euw,,404 LP,2,10,엘리스,9.0,가렌,8.0,갱플랭크,8.0,아무무,7.0,블라디미르,7.0
Arestidios#AAA,euw,,403 LP,1,13,엘리스,14.0,럼블,9.0,일라오이,9.0,렐,7.0,코르키,7.0
BozzBrain#EUW,euw,,403 LP,1,12,럼블,12.0,바이,9.0,로리스,8.0,케이틀린,7.0,트리스타나,7.0
Neoshift#EUW,euw,,403 LP,2,13,엘리스,9.0,코르키,8.0,럼블,8.0,갱플랭크,7.0,일라오이,7.0
Coolsheep#EUW,euw,,403 LP,6,15,럼블,12.0,로리스,10.0,렐,10.0,암베사,9.0,갱플랭크,7.0
GoodGuyTorben#tft,euw,,403 LP,3,4,에코,12.0,럼블,7.0,코르키,7.0,엘리스,7.0,바이,6.0
Oanyz#EUW,euw,,403 LP,7,14,에코,10.0,엘리스,9.0,블라디미르,7.0,가렌,7.0,세비카,6.0
Taezmalas#EUW,euw,,403 LP,2,11,엘리스,9.0,바이,7.0,렐,7.0,누누와 윌럼프,6.0,갱플랭크,6.0
Gibott#14319,euw,,403 LP,5,13,로리스,9.0,바이,9.0,암베사,8.0,트위스티드 페이트,8.0,케이틀린,7.0
Dicob#BAO,euw,,402 LP,1,7,엘리스,9.0,럼블,8.0,일라오이,7.0,제이스,6.0,에코,6.0
巅峰游戏#26749,euw,,402 LP,3,11,엘리스,14.0,스웨인,8.0,럼블,8.0,갱플랭크,7.0,암베사,7.0
Sonikz#EUW,euw,,402 LP,3,12,엘리스,10.0,코르키,7.0,에코,7.0,갱플랭크,6.0,레니,5.0
Kenneth#2188,euw,,402 LP,3,9,엘리스,11.0,에코,10.0,로리스,10.0,파우더,9.0,갱플랭크,7.0
Do Men#EUW,euw,,402 LP,3,8,에코,14.0,코르키,10.0,파우더,10.0,갱플랭크,9.0,엘리스,8.0
MercuriaL01#EUW,euw,,401 LP,4,12,엘리스,14.0,코르키,7.0,럼블,7.0,갱플랭크,7.0,블라디미르,7.0
Ksawery Kunze#Gay69,euw,,401 LP,1,11,럼블,8.0,엘리스,7.0,코르키,7.0,블라디미르,7.0,제이스,6.0
SuperCheeseB#EUW,euw,,401 LP,1,10,엘리스,10.0,바이,9.0,럼블,8.0,암베사,8.0,제이스,7.0
BambooPanda#EUW,euw,,401 LP,2,13,렐,10.0,엘리스,9.0,이렐리아,7.0,일라오이,7.0,로리스,7.0
suppd#balls,euw,,401 LP,4,13,럼블,10.0,바이,9.0,트위스티드 페이트,8.0,빅토르,7.0,엘리스,7.0
Kleydemos#moc,euw,,401 LP,3,12,엘리스,12.0,제이스,7.0,암베사,7.0,누누와 윌럼프,6.0,렐,6.0
TobyAlr#EUW,euw,,400 LP,3,9,엘리스,17.0,문도 박사,12.0,블라디미르,11.0,르블랑,11.0,카시오페아,9.0
loboley#EUW,euw,,400 LP,3,10,엘리스,14.0,제이스,8.0,누누와 윌럼프,8.0,가렌,7.0,일라오이,6.0
zPandeM#EUW,euw,,400 LP,2,15,럼블,12.0,엘리스,9.0,제이스,8.0,로리스,8.0,갱플랭크,7.0
Jolten#EUW,euw,,400 LP,3,13,엘리스,11.0,코르키,7.0,에코,7.0,일라오이,7.0,모데카이저,6.0
DemonTime1#EUW,euw,,400 LP,3,10,이렐리아,9.0,일라오이,9.0,럼블,9.0,제이스,8.0,레오나,8.0
believeuwu#EUW,euw,,400 LP,4,15,일라오이,11.0,럼블,10.0,하이머딩거,10.0,이렐리아,10.0,이즈리얼,10.0
AFW Bananabill#Jenso,euw,,399 LP,2,8,갱플랭크,9.0,럼블,7.0,코르키,7.0,렐,7.0,에코,7.0
Sevago#EUW,euw,,399 LP,0,7,엘리스,11.0,케이틀린,6.0,코르키,6.0,블라디미르,6.0,일라오이,6.0
JedenTagNovoline#EUW,euw,,399 LP,0,10,엘리스,14.0,스웨인,8.0,제이스,8.0,나미,7.0,자이라,7.0
LaserMunchkin#EUW,euw,,399 LP,4,17,엘리스,10.0,렐,8.0,럼블,7.0,에코,7.0,누누와 윌럼프,6.0
stratège man#EUW,euw,,399 LP,1,8,엘리스,12.0,럼블,8.0,이렐리아,7.0,일라오이,7.0,제이스,5.0
Winog#EUW,euw,,399 LP,5,15,엘리스,9.0,문도 박사,7.0,모데카이저,7.0,이즈리얼,7.0,실코,6.0
KumaKumaKumaLuna#4020,euw,,398 LP,3,15,갱플랭크,9.0,엘리스,8.0,에코,7.0,럼블,7.0,제이스,7.0
CheccoG#EUW,euw,,397 LP,1,10,엘리스,10.0,블라디미르,7.0,가렌,6.0,징크스,6.0,에코,6.0
AdepteDeMortdog#OUI,euw,,397 LP,6,14,엘리스,11.0,르블랑,8.0,스웨인,7.0,조이,6.0,자이라,6.0
WHITE MONSTER#8018,euw,,397 LP,4,10,암베사,10.0,엘리스,9.0,가렌,7.0,블라디미르,6.0,스웨인,6.0
MAX#wzh,euw,,396 LP,0,9,엘리스,9.0,에코,8.0,스카,8.0,트위치,7.0,가렌,6.0
maloverrrr#xddd,euw,,396 LP,0,12,로리스,9.0,블라디미르,7.0,바이,7.0,트위스티드 페이트,7.0,가렌,6.0
Takpandai#EUW,euw,,395 LP,2,11,엘리스,13.0,가렌,10.0,갱플랭크,8.0,럼블,7.0,제이스,7.0
Speraktif#3131,euw,,395 LP,2,11,일라오이,13.0,엘리스,9.0,이즈리얼,8.0,레오나,8.0,렐,8.0
Reniro#2480,euw,,395 LP,3,15,바이,11.0,엘리스,11.0,제이스,9.0,럼블,8.0,우르곳,7.0
Anta#149,euw,,394 LP,4,10,럼블,12.0,코르키,12.0,제이스,12.0,에코,9.0,엘리스,9.0
Creesto#TFT,euw,,394 LP,3,11,누누와 윌럼프,9.0,엘리스,9.0,조이,8.0,우르곳,8.0,바이,6.0
Chibidi#rizz,euw,,394 LP,1,11,에코,12.0,갱플랭크,10.0,엘리스,10.0,로리스,9.0,코르키,9.0
ClementInsane#EUW,euw,,394 LP,4,15,엘리스,9.0,문도 박사,8.0,가렌,7.0,우르곳,6.0,블라디미르,6.0
LittleBolt#EUW,euw,,394 LP,3,13,이즈리얼,12.0,일라오이,12.0,럼블,11.0,레오나,11.0,이렐리아,11.0
shed theοry#shedd,euw,,393 LP,3,12,코르키,9.0,럼블,7.0,일라오이,7.0,이즈리얼,7.0,제이스,6.0
GLAVUTANTHEGREAT#EUW,euw,,393 LP,6,11,엘리스,14.0,럼블,8.0,일라오이,8.0,에코,8.0,이렐리아,8.0
Royal#1604,euw,,393 LP,2,11,로리스,11.0,에코,9.0,일라오이,9.0,이렐리아,7.0,럼블,6.0
Moines Lewi#EUW,euw,,392 LP,2,11,암베사,9.0,에코,8.0,코르키,7.0,일라오이,7.0,이즈리얼,7.0
Zοοkeeper#EUW,euw,,391 LP,4,8,바이,12.0,엘리스,12.0,에코,12.0,럼블,11.0,로리스,11.0
Kìrby#EUW,euw,,391 LP,4,10,엘리스,10.0,바이,7.0,블라디미르,7.0,스웨인,7.0,럼블,6.0
NSJ Cynessthio#EUW,euw,,391 LP,3,13,엘리스,11.0,에코,8.0,누누와 윌럼프,7.0,문도 박사,7.0,트위치,7.0
Herr Kürbis#EUW,euw,,391 LP,5,12,로리스,13.0,카밀,9.0,에코,8.0,가렌,8.0,암베사,8.0
Tsaanewish#1744,euw,,390 LP,6,14,렐,10.0,이렐리아,8.0,럼블,7.0,엘리스,7.0,암베사,6.0
InvitedscrollTFT#T F T,euw,,390 LP,7,15,엘리스,18.0,갱플랭크,16.0,에코,16.0,코르키,15.0,파우더,15.0
Xent2LaCyb#1992,euw,,389 LP,4,10,엘리스,12.0,스웨인,7.0,블라디미르,6.0,문도 박사,6.0,나미,6.0
LingLing#69699,euw,,388 LP,5,12,엘리스,12.0,누누와 윌럼프,10.0,트위치,9.0,우르곳,8.0,바이,8.0
MysticElementz#EUW,euw,,388 LP,4,12,에코,10.0,트위치,9.0,엘리스,8.0,카밀,6.0,스미치,6.0
NaengJong#EUW,euw,,388 LP,3,12,암베사,8.0,일라오이,8.0,엘리스,7.0,럼블,7.0,로리스,6.0
Jorgosi#696,euw,,388 LP,2,11,엘리스,13.0,블라디미르,8.0,코르키,8.0,바이,8.0,암베사,7.0
OriJanna12#EUW,euw,,388 LP,5,15,엘리스,14.0,암베사,13.0,누누와 윌럼프,7.0,바이,7.0,멜,6.0
shinwaro#EUW,euw,,387 LP,3,13,엘리스,10.0,가렌,6.0,자이라,5.0,케이틀린,5.0,스미치,5.0
MardyBuum#1907,euw,,386 LP,3,13,엘리스,15.0,블라디미르,7.0,바이,6.0,제이스,5.0,로리스,5.0
TLS Petitkrokos#EUW,euw,,386 LP,2,11,엘리스,12.0,코르키,9.0,갱플랭크,8.0,에코,8.0,트리스타나,7.0
Schmalî#EUW,euw,,386 LP,4,13,럼블,11.0,에코,8.0,로리스,7.0,암베사,7.0,렐,7.0
TomasWanghc#EUW,euw,,385 LP,2,14,암베사,12.0,트리스타나,10.0,블라디미르,9.0,가렌,8.0,엘리스,8.0
MaLü#EUW,euw,,385 LP,3,13,가렌,8.0,에코,8.0,파우더,7.0,스미치,7.0,스카,7.0
ClonesAndBoxes#EUW,euw,,385 LP,1,5,일라오이,7.0,이렐리아,7.0,레오나,6.0,갱플랭크,6.0,하이머딩거,5.0
LIMAO#xxx,euw,,385 LP,2,13,엘리스,14.0,가렌,10.0,제이스,9.0,누누와 윌럼프,8.0,트리스타나,8.0
Hedgehog#Ben,euw,,384 LP,3,11,엘리스,8.0,에코,8.0,르블랑,7.0,파우더,7.0,제이스,6.0
nrvn5#EUW,euw,,384 LP,2,7,엘리스,12.0,코르키,11.0,일라오이,8.0,가렌,6.0,에코,6.0
KaiGeN#0007,euw,,384 LP,2,10,엘리스,12.0,징크스,9.0,제이스,8.0,케이틀린,6.0,에코,6.0
Dantag#1607,euw,,384 LP,1,6,엘리스,7.0,일라오이,7.0,누누와 윌럼프,6.0,렐,6.0,바이,6.0
Bobelle#EUW,euw,,384 LP,2,9,제이스,8.0,엘리스,8.0,블라디미르,8.0,빅토르,7.0,르블랑,7.0
So6 deStrasbourg#666,euw,,384 LP,1,7,에코,11.0,엘리스,11.0,우르곳,7.0,누누와 윌럼프,7.0,가렌,6.0
GinTonic9#EUW,euw,,384 LP,5,9,럼블,11.0,바이,9.0,에코,9.0,로리스,7.0,트위스티드 페이트,7.0
Kato516#EUW,euw,,383 LP,3,14,엘리스,14.0,제이스,9.0,가렌,9.0,블라디미르,7.0,럼블,7.0
Idm#EUW,euw,,383 LP,4,13,가렌,12.0,엘리스,10.0,제이스,7.0,블라디미르,7.0,모데카이저,6.0
FlashMyDonger#1810,euw,,383 LP,0,8,엘리스,12.0,일라오이,11.0,코르키,8.0,트리스타나,7.0,갱플랭크,7.0
DajiQu#EUW,euw,,383 LP,2,10,엘리스,12.0,가렌,8.0,에코,7.0,갱플랭크,6.0,블라디미르,5.0
Mà Chao#EUW,euw,,382 LP,1,5,로리스,9.0,렐,9.0,트위스티드 페이트,8.0,암베사,7.0,바이,7.0
ULF IDLEMONKK#IDLE,euw,,382 LP,1,11,엘리스,12.0,누누와 윌럼프,9.0,우르곳,9.0,자이라,8.0,트리스타나,8.0
phatnom#224,euw,,382 LP,3,12,제이스,12.0,일라오이,10.0,이즈리얼,9.0,엘리스,9.0,레오나,8.0
Lup0glaz#1963,euw,,382 LP,2,9,엘리스,8.0,자이라,7.0,로리스,6.0,바이,6.0,갱플랭크,6.0
reckoneve#EUW,euw,,382 LP,2,10,럼블,9.0,엘리스,9.0,에코,8.0,로리스,7.0,코르키,7.0
Lipty#5519,euw,,382 LP,2,10,엘리스,9.0,케이틀린,8.0,에코,8.0,바이,7.0,갱플랭크,7.0
PIN jedodgelesQ#EUW,euw,,381 LP,3,12,럼블,12.0,에코,8.0,카밀,6.0,바이,6.0,일라오이,6.0
droltlaS#4604,euw,,381 LP,1,7,엘리스,12.0,가렌,9.0,블라디미르,8.0,암베사,7.0,스웨인,6.0
asmin#2323,euw,,381 LP,4,13,에코,15.0,가렌,13.0,징크스,10.0,제리,10.0,스카,10.0
Dokt0rSommer#EUW,euw,,380 LP,2,13,엘리스,16.0,암베사,8.0,누누와 윌럼프,7.0,트리스타나,6.0,스텝,6.0
Polas369#EUW,euw,,380 LP,4,11,바이,10.0,럼블,9.0,일라오이,7.0,렐,7.0,에코,7.0
KC rr#702,euw,,380 LP,0,11,이렐리아,10.0,일라오이,10.0,엘리스,9.0,럼블,8.0,이즈리얼,7.0
iisbadatgame#EUW,euw,,379 LP,2,16,바이,11.0,에코,9.0,카밀,7.0,엘리스,6.0,파우더,6.0
Tottoro#TFT,euw,,378 LP,4,13,엘리스,11.0,암베사,9.0,일라오이,8.0,바이,7.0,누누와 윌럼프,6.0
Kaltiras#EUW,euw,,378 LP,3,9,럼블,10.0,에코,8.0,갱플랭크,7.0,바이,7.0,일라오이,6.0
XAN Zeus#EUW92,euw,,378 LP,2,12,엘리스,12.0,암베사,9.0,케이틀린,6.0,누누와 윌럼프,6.0,문도 박사,6.0
Ykaa#EUW,euw,,377 LP,4,10,엘리스,15.0,블라디미르,12.0,스웨인,12.0,나미,12.0,르블랑,11.0
WawaTatata#EUW,euw,,376 LP,2,9,엘리스,11.0,바이,8.0,에코,8.0,로리스,7.0,파우더,7.0
leogoce27#EUW,euw,,376 LP,1,13,엘리스,10.0,럼블,7.0,일라오이,7.0,에코,7.0,로리스,6.0
washi#030,euw,,376 LP,2,13,코르키,13.0,럼블,12.0,일라오이,11.0,렐,10.0,엘리스,8.0
LITERALLY SHINJI#EUW,euw,,376 LP,3,8,바이,8.0,케이틀린,8.0,엘리스,7.0,카밀,6.0,세비카,6.0
Prezy#TFT,euw,,376 LP,2,7,가렌,11.0,블라디미르,9.0,일라오이,6.0,트리스타나,6.0,엘리스,6.0
why miss#EUW,euw,,375 LP,4,14,엘리스,10.0,암베사,10.0,제이스,8.0,가렌,8.0,렐,8.0
kbkinglegend#004,euw,,375 LP,3,10,제이스,12.0,엘리스,8.0,갱플랭크,8.0,럼블,6.0,코르키,6.0
TwTvGenadoter1#EUW,euw,,375 LP,1,8,럼블,6.0,가렌,6.0,갱플랭크,6.0,엘리스,6.0,아무무,6.0
Çlεση#EUW,euw,,374 LP,3,13,엘리스,8.0,일라오이,8.0,트리스타나,7.0,럼블,7.0,에코,6.0
Jimray#333,euw,,374 LP,5,11,암베사,10.0,가렌,10.0,엘리스,9.0,블라디미르,8.0,스웨인,8.0
Derre#2304,euw,,374 LP,2,9,엘리스,12.0,럼블,9.0,암베사,8.0,코르키,8.0,갱플랭크,7.0
HipKong#EUW,euw,,374 LP,3,15,엘리스,13.0,럼블,11.0,에코,8.0,바이,7.0,렐,6.0
小财迷#4170,euw,,374 LP,4,11,에코,11.0,갱플랭크,9.0,엘리스,8.0,럼블,8.0,바이,8.0
The Walking Zed#6969,euw,,373 LP,3,12,제이스,9.0,엘리스,7.0,일라오이,7.0,럼블,7.0,케이틀린,6.0
Kursall#EUW,euw,,373 LP,0,14,엘리스,16.0,럼블,14.0,에코,10.0,코르키,10.0,파우더,9.0
Sleaff#EUW,euw,,373 LP,3,15,엘리스,9.0,스카,7.0,가렌,6.0,블라디미르,6.0,바이,6.0
Diploplo#5478,euw,,372 LP,2,10,엘리스,13.0,갱플랭크,9.0,코르키,7.0,파우더,7.0,에코,7.0
ildivinojonathan#4168,euw,,372 LP,2,13,바이,11.0,엘리스,10.0,코르키,6.0,르블랑,5.0,빅토르,5.0
Mini Buddha#EUW,euw,,371 LP,4,11,엘리스,8.0,블라디미르,7.0,가렌,6.0,에코,6.0,카밀,6.0
gagasama#02301,euw,,371 LP,6,14,가렌,9.0,엘리스,8.0,스카,8.0,에코,7.0,아무무,7.0
Dalix#EUW,euw,,371 LP,6,17,로리스,10.0,럼블,10.0,렐,8.0,일라오이,7.0,제이스,7.0
EMMA WATSONS#EUW,euw,,370 LP,5,10,일라오이,11.0,코르키,10.0,렐,10.0,이즈리얼,10.0,럼블,9.0
Fifek#xd3,euw,,370 LP,3,11,렐,8.0,코르키,8.0,블라디미르,7.0,바이,7.0,엘리스,6.0
Maxim#1004,euw,,370 LP,5,11,일라오이,10.0,코르키,10.0,에코,8.0,바이,7.0,갱플랭크,7.0
BakaChevuu#Baka,euw,,370 LP,2,11,블라디미르,10.0,암베사,9.0,에코,9.0,스웨인,9.0,엘리스,9.0
Gasthaus#EUW,euw,,369 LP,4,12,엘리스,15.0,자이라,10.0,블라디미르,9.0,가렌,7.0,조이,6.0
serginwan#EUW,euw,,369 LP,3,9,스웨인,12.0,엘리스,10.0,갱플랭크,9.0,암베사,8.0,가렌,8.0
Cx330h#520,euw,,368 LP,0,7,엘리스,10.0,모데카이저,6.0,누누와 윌럼프,6.0,암베사,6.0,케이틀린,5.0
SUS Moks#koe,euw,,368 LP,3,10,로리스,14.0,럼블,10.0,에코,10.0,엘리스,8.0,갱플랭크,8.0
Maico#dale,euw,,367 LP,5,10,가렌,11.0,암베사,7.0,제이스,7.0,스웨인,6.0,바이,6.0
DenzL#DOG,euw,,367 LP,3,10,바이,9.0,엘리스,8.0,로리스,8.0,럼블,8.0,일라오이,7.0
BoostedBravery#EUW,euw,,367 LP,2,15,로리스,9.0,에코,9.0,스카,9.0,엘리스,8.0,가렌,8.0
Vao#TFT,euw,,366 LP,2,8,렐,8.0,이렐리아,8.0,엘리스,7.0,에코,7.0,일라오이,6.0
Reformed Destiny#EUW,euw,,366 LP,3,10,일라오이,10.0,엘리스,9.0,이렐리아,9.0,럼블,8.0,가렌,7.0
Starkk Coyote#199,euw,,366 LP,4,13,엘리스,14.0,스웨인,13.0,암베사,11.0,블라디미르,10.0,르블랑,7.0
TheEiv#EUW,euw,,366 LP,4,9,제이스,9.0,블라디미르,9.0,렐,7.0,엘리스,7.0,가렌,7.0
MUGIWARI#3D2Y,euw,,366 LP,2,10,갱플랭크,8.0,빅토르,7.0,엘리스,7.0,암베사,7.0,바이,7.0
megaMansikki#EUW,euw,,366 LP,4,14,제이스,11.0,엘리스,8.0,럼블,7.0,케이틀린,7.0,누누와 윌럼프,6.0
StayZ0812#zzz,euw,,366 LP,5,11,엘리스,13.0,일라오이,7.0,세트,7.0,이렐리아,6.0,조이,6.0
NSJ Hitsu#CPNGG,euw,,365 LP,4,17,누누와 윌럼프,11.0,엘리스,9.0,트리스타나,8.0,갱플랭크,7.0,우르곳,7.0
little ötter#EUW,euw,,365 LP,3,8,엘리스,11.0,럼블,9.0,트리스타나,9.0,가렌,9.0,코르키,8.0
TheWinterKiller#EUW,euw,,365 LP,2,9,갱플랭크,8.0,암베사,6.0,로리스,6.0,럼블,6.0,렐,5.0
WiFlä Benni#tiddy,euw,,365 LP,3,13,럼블,9.0,엘리스,7.0,코르키,7.0,로리스,7.0,제이스,7.0
GymLeaderBen#EUW,euw,,364 LP,2,10,엘리스,13.0,럼블,8.0,블리츠크랭크,6.0,누누와 윌럼프,6.0,문도 박사,6.0
Golem King#Golem,euw,,364 LP,4,12,엘리스,9.0,문도 박사,9.0,코르키,8.0,누누와 윌럼프,8.0,일라오이,7.0
Saraskuso#EUW,euw,,364 LP,5,8,엘리스,9.0,누누와 윌럼프,8.0,자이라,6.0,우르곳,6.0,제이스,5.0
denloyhh#izo,euw,,364 LP,6,13,엘리스,11.0,럼블,8.0,바이,8.0,암베사,7.0,에코,6.0
moggi#3207,euw,,364 LP,4,12,일라오이,10.0,엘리스,10.0,제이스,9.0,럼블,8.0,코르키,8.0
PAC Sam Lebriz#EUW,euw,,363 LP,1,10,엘리스,11.0,암베사,10.0,갱플랭크,8.0,누누와 윌럼프,7.0,우르곳,6.0
Finntasy#EUW,euw,,363 LP,5,10,엘리스,9.0,블라디미르,9.0,암베사,8.0,스웨인,8.0,일라오이,6.0
cokitaw9000#EUW,euw,,363 LP,2,12,엘리스,10.0,갱플랭크,8.0,코르키,8.0,럼블,8.0,에코,8.0
aliyone#EUW,euw,,363 LP,1,12,엘리스,9.0,에코,8.0,럼블,8.0,빅토르,7.0,렐,6.0
kdot#co9,euw,,363 LP,5,14,일라오이,11.0,럼블,10.0,엘리스,10.0,렐,8.0,하이머딩거,7.0
ajecc tft#EUW,euw,,363 LP,3,8,엘리스,12.0,암베사,8.0,일라오이,7.0,이렐리아,6.0,럼블,6.0
Gorpoxris#EUW,euw,,363 LP,6,14,엘리스,12.0,제이스,8.0,에코,6.0,럼블,6.0,바이,6.0
typicalyasuuo#EUW,euw,,362 LP,3,12,엘리스,11.0,럼블,8.0,제이스,8.0,바이,7.0,에코,6.0
ugtazee#EUW,euw,,362 LP,2,10,블리츠크랭크,7.0,암베사,7.0,블라디미르,6.0,에코,6.0,트위스티드 페이트,6.0
ustupid#EUW,euw,,361 LP,2,11,엘리스,7.0,트위스티드 페이트,7.0,스텝,7.0,블리츠크랭크,6.0,일라오이,6.0
GruikxEkinox#EUW,euw,,361 LP,1,12,일라오이,10.0,엘리스,9.0,럼블,7.0,파우더,6.0,에코,5.0
tonydurn92#EUW,euw,,361 LP,2,9,엘리스,12.0,일라오이,9.0,바이,7.0,아칼리,6.0,럼블,6.0
medionboy#EUW,euw,,361 LP,3,14,엘리스,12.0,럼블,8.0,가렌,8.0,제이스,8.0,블라디미르,6.0
fittetryne#EUW,euw,,361 LP,2,14,엘리스,11.0,럼블,9.0,에코,8.0,코르키,8.0,갱플랭크,8.0
hug seller#happy,euw,,361 LP,5,13,코르키,10.0,이즈리얼,9.0,럼블,9.0,엘리스,8.0,일라오이,6.0
Msigms#1504,euw,,361 LP,2,8,코르키,11.0,엘리스,10.0,갱플랭크,8.0,럼블,7.0,이즈리얼,7.0
Alrevan TFT#EUW,euw,,360 LP,2,12,엘리스,11.0,가렌,7.0,누누와 윌럼프,7.0,로리스,6.0,암베사,6.0
FNX colbain #EUW,euw,,360 LP,4,9,바이,9.0,일라오이,8.0,모데카이저,7.0,엘리스,7.0,로리스,7.0
markki#mark,euw,,360 LP,2,9,엘리스,10.0,로리스,7.0,럼블,7.0,암베사,7.0,블라디미르,7.0
